Ano,Mês,Dia_semana,Dia_mês,refeicao,total,prato_principal_1,prato_principal_2,guarnição,sobremesa_1,Precipitacao_mm,Temp_max_C,Temp_min_C,Umid_rel_ar,Vento_velocidade_ms,Vento_rajada_maxima_ms,letivo,feriado,ferias
2024,6,sex,14,jantar,1466.0,Lagarto,Almôndega de aveia,Chuchu,Pão de mel,0.0,25.099999999999998,23.133333333333336,40.666666666666664,0.6666666666666666,4.133333333333334,1,0,0
2024,6,sáb,15,almoco,1300.0,Lombo,Lasanha de abobrinha,Farofa,Espumone,0.0,26.46666666666667,24.3,43.333333333333336,1.7999999999999998,6.2,1,0,0
2024,6,seg,17,almoco,2689.0,Linguiça,Moussaka,Virado,Iogurte,0.0,25.099999999999998,23.066666666666666,40.333333333333336,2.8000000000000003,8.366666666666667,1,0,0
2024,6,seg,17,jantar,2252.0,Bife,Curry de legumes,Chuchu,Rocambole de chocolate,0.0,23.46666666666667,21.666666666666668,40.666666666666664,0.2333333333333333,4.2,1,0,0
2024,6,ter,18,almoco,2759.0,Quibe,Quibe de PVT,Purês,Gelatina,0.0,24.433333333333334,22.733333333333334,37.666666666666664,3.533333333333333,8.6,1,0,0
2024,6,ter,18,jantar,2569.0,frango assado,Cassoulet,Macarrão,Pé de moça,0.0,23.366666666666664,20.733333333333334,43.666666666666664,0.0,0.5,1,0,0
2024,6,qua,19,almoco,1831.0,Filé de peixe,Grãos com queijo,Couve-flor,Cocada,0.0,25.666666666666668,23.900000000000002,32.666666666666664,2.8666666666666667,8.033333333333333,1,0,0
2024,6,qua,19,jantar,2304.0,Carne em cubos,PVT,Batata,Mousse de maracujá,0.0,23.933333333333334,20.633333333333333,39.333333333333336,0.0,0.8666666666666667,1,0,0
2024,6,qui,20,almoco,2692.0,Carne louca,Almôndega de aveia,Polenta,Kit junino,0.0,26.3,25.03333333333333,25.333333333333332,1.4666666666666668,5.133333333333333,1,0,0
2024,6,qui,20,jantar,2315.0,Lombo,Omelete,Cuscuz,Kit junino,0.0,24.066666666666666,21.633333333333336,34.666666666666664,0.0,1.9666666666666668,1,0,0
2024,6,sex,21,almoco,2463.0,Filé de frango,Baião de dois,Legumes,Brigadeirão,0.0,24.900000000000002,23.03333333333333,35.666666666666664,2.733333333333333,8.533333333333333,1,0,0
2024,6,sex,21,jantar,2042.0,Lasanha bolonhesa,Lasanha de PVT,Repolho,Doce de batata,0.0,23.366666666666664,20.766666666666666,45.666666666666664,0.0,1.4666666666666668,1,0,0
2024,6,sáb,22,almoco,1224.0,Bife,Ovo frito,Abobrinha,Pão de mel,0.0,26.366666666666664,24.133333333333336,34.666666666666664,3.0666666666666664,7.733333333333333,1,0,0
2024,6,seg,24,almoco,2491.0,Carne em cubos,Quibe de brócolis,Batata doce,Pé de moça,0.0,27.433333333333334,25.599999999999998,35.666666666666664,1.7333333333333334,6.566666666666666,1,0,0
2024,6,seg,24,jantar,2477.0,Frango empanado,Ovo frito,Creme de milho,Cocada,0.0,26.066666666666666,23.7,43.0,0.46666666666666673,3.8000000000000003,1,0,0
2024,6,ter,25,almoco,2721.0,Hamburguer,Hamburguer de PVT,Purês,Chocolate,0.0,28.233333333333334,26.266666666666666,38.666666666666664,0.7333333333333334,3.1666666666666665,1,0,0
2024,6,ter,25,jantar,2130.0,Lombo,Suflê de legumes,Farofa,Manjar,0.0,25.0,23.5,57.666666666666664,0.6,1.9666666666666668,1,0,0
2024,6,qua,26,almoco,2852.0,Estrogonofe de frango,PVT,Batata palha,Canjica,0.0,27.066666666666666,25.266666666666666,39.333333333333336,3.1666666666666665,8.633333333333333,1,0,0
2024,6,qua,26,jantar,1955.0,Bife,Almôndega de ricota,Brócolis,barra de cereais ,0.0,25.400000000000002,23.433333333333334,47.666666666666664,0.0,1.7333333333333334,1,0,0
2024,6,qui,27,almoco,2362.0,Carne moída,Ovo cozido,Nhoque,mini bolo de baunilha ,0.0,26.0,24.099999999999998,44.0,0.43333333333333335,3.866666666666667,1,0,0
2024,6,qui,27,jantar,1936.0,frango assado,Grão de bico,Polenta,Brigadeirão,0.0,24.333333333333332,22.566666666666666,54.0,0.06666666666666667,2.6999999999999997,1,0,0
2024,6,sex,28,almoco,2186.0,Isca de carne,Bife de lentilha,Ervilha parmentier,Sorvete,0.0,25.733333333333334,24.166666666666668,47.333333333333336,1.9333333333333336,6.133333333333333,1,0,0
2024,6,sex,28,jantar,1146.0,Peixe frito,PVT,Legumes,Goiabada,0.0,24.599999999999998,22.866666666666664,49.0,0.13333333333333333,3.9333333333333336,1,0,0
2024,6,sáb,29,almoco,1348.0,Cubos de pernil,PVT,Couve,Curau,0.0,27.266666666666666,25.53333333333333,34.666666666666664,1.6333333333333335,7.233333333333333,1,0,0
2024,7,seg,1,jantar,1473.0,Linguiça,PVT,Farofa,Bombom,0.0,15.133333333333333,14.166666666666666,90.0,0.09999999999999999,2.2333333333333334,1,0,0
2024,7,ter,2,almoco,1675.0,Isca de frango,Bife de feijão,Batata doce,Manjar,0.0,23.133333333333336,21.133333333333333,51.666666666666664,2.3333333333333335,5.8,0,0,1
2024,7,ter,2,jantar,1269.0,Carne louca,Omelete,Polenta,Bolinho,0.0,23.2,20.5,57.333333333333336,0.0,0.0,0,0,1
2024,7,qua,3,almoco,1503.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0.0,25.566666666666666,23.633333333333336,48.0,0.39999999999999997,5.033333333333334,0,0,1
2024,7,qua,3,jantar,901.0,Bife,Curry de legumes,Cenoura,Torrone,0.0,23.833333333333332,21.033333333333335,51.0,0.0,0.0,0,0,1
2024,7,qui,4,almoco,1156.0,Carne moída,Ovo frito,Macarrão,Chocolate,0.0,25.399999999999995,24.400000000000002,37.333333333333336,0.0,3.266666666666667,0,0,1
2024,7,qui,4,jantar,923.0,Filé de coxa,Moussaka,Batata,Arroz doce,0.0,23.3,21.333333333333332,49.666666666666664,0.0,0.0,0,0,1
2024,7,sex,5,almoco,975.0,Isca de carne,Quibe de brócolis,Chuchu,Barra de cereais,0.0,25.46666666666667,23.599999999999998,35.666666666666664,0.9,5.866666666666667,0,0,1
2024,7,sex,5,jantar,533.0,Lombo,Almôndega de aveia,Cuscuz,Pudim de maria mole,0.0,24.099999999999998,21.3,43.0,0.0,0.2333333333333333,0,0,1
2024,7,sáb,6,almoco,494.0,Carne em cubos,PVT,Mandioca,Brigadeirão,0.0,26.233333333333334,24.599999999999998,32.333333333333336,1.0,3.8000000000000003,0,0,1
2024,7,qua,10,almoco,806.0,Linguiça,Grão de bico,Farofa,Chocolate,0.13333333333333333,22.566666666666666,20.633333333333336,68.33333333333333,1.6000000000000003,5.066666666666666,0,0,1
2024,7,qua,10,jantar,745.0,Frango empanado,PVT,Creme de milho,Barra de cereais,0.0,21.566666666666666,20.066666666666666,74.33333333333333,0.4333333333333333,3.3666666666666667,0,0,1
2024,7,qui,11,almoco,915.0,Lasanha bolonhesa,não informado,Acelga,Gelatina,0.0,27.066666666666666,25.03333333333333,46.333333333333336,1.4000000000000001,5.333333333333333,0,0,1
2024,7,qui,11,jantar,591.0,Bisteca,Cassoulet,Virado,Bananada,0.0,25.8,23.53333333333333,54.333333333333336,0.0,1.6333333333333335,0,0,1
2024,7,sex,12,almoco,745.0,frango assado,Bife de lentilha,Polenta,Bombom,0.0,24.2,21.76666666666667,67.33333333333333,1.6666666666666667,5.733333333333333,0,0,1
2024,7,sex,12,jantar,464.0,Bife,Ovo frito,Ervilha parmentier,Doce de abóbora,0.0,21.366666666666664,20.5,73.33333333333333,2.466666666666667,7.933333333333334,0,0,1
2024,7,sáb,13,almoco,392.0,Lagarto,Estrogonofe de PVT,Legumes,Flan de baunilha,0.0,23.46666666666667,21.433333333333334,57.666666666666664,3.133333333333333,8.700000000000001,0,0,1
2024,7,seg,15,almoco,672.0,Carne em cubos,Almôndega de aveia,Legumes,Torrone,0.0,25.099999999999998,22.8,36.333333333333336,0.39999999999999997,4.7,0,0,1
2024,7,seg,15,jantar,641.0,Filé de frango,Quibe de brócolis,Polenta,Barra de cereais,0.0,22.8,21.433333333333337,57.0,0.8666666666666666,5.233333333333333,0,0,1
2024,7,ter,16,almoco,677.0,Lombo,Curry de legumes,Abobrinha,Beijinho,0.0,23.633333333333336,21.96666666666667,44.333333333333336,3.1333333333333333,8.066666666666666,0,0,1
2024,7,ter,16,jantar,723.0,Lasanha bolonhesa,Lasanha de queijo,Repolho com cenoura,Gelatina,0.0,23.400000000000002,21.166666666666668,45.666666666666664,0.0,0.0,0,0,1
2024,7,qua,17,almoco,731.0,Hamburguer,Bife de grão de bico,Purês,Arroz doce,0.0,24.433333333333334,22.566666666666666,40.333333333333336,1.1,4.966666666666666,0,0,1
2024,7,qua,17,jantar,555.0,Pernil,Ovo cozido,Farofa,Goiabada,0.0,24.333333333333332,22.233333333333334,46.666666666666664,0.03333333333333333,3.4,0,0,1
2024,7,qui,18,almoco,796.0,Frango empanado,Cassoulet,Creme de milho,Banana caramelada,0.0,25.733333333333334,24.266666666666666,26.0,1.0,5.2,0,0,1
2024,7,qui,18,jantar,594.0,Bife,Tomate recheado,Chuchu,Bolinho,0.0,24.133333333333336,22.2,38.333333333333336,0.5,3.466666666666667,0,0,1
2024,7,sex,19,almoco,638.0,Carne moída,Hamburguer de PVT,Macarrão,Goiabada,0.0,26.0,24.099999999999998,29.333333333333332,1.1333333333333335,4.8,0,0,1
2024,7,sex,19,jantar,413.0,Peixe frito,Grãos gratinados,Batata,Pão de mel,0.0,24.5,22.03333333333333,46.333333333333336,1.7,5.466666666666666,0,0,1
2024,7,sáb,20,almoco,341.0,Bisteca,Ovo frito,Couve-flor,Iogurte,0.0,25.8,24.0,32.666666666666664,1.0,4.1000000000000005,0,0,1
2024,7,seg,22,almoco,760.0,Frango empanado,Omelete,Creme de milho,Bananada,0.0,26.133333333333336,24.433333333333334,30.333333333333332,0.5666666666666667,3.5,0,0,1
2024,7,seg,22,jantar,577.0,Bife,Estrogonofe de PVT,Batata doce,Goiabada,0.0,25.5,23.599999999999998,37.0,1.4333333333333336,4.666666666666667,0,0,1
2024,7,ter,23,almoco,786.0,Estrogonofe de carne,PVT,Batata palha,Canjica,0.0,25.400000000000002,23.733333333333334,32.666666666666664,2.1,5.633333333333333,0,0,1
2024,7,ter,23,jantar,632.0,Lombo,Suflê de legumes,Couve,Beijinho,0.0,24.866666666666664,22.53333333333333,34.333333333333336,0.26666666666666666,3.4333333333333336,0,0,1
2024,7,qua,24,almoco,705.0,Bife,Tomate recheado,Vagem,Mosaico,0.0,24.766666666666666,22.833333333333332,30.666666666666668,2.6333333333333333,6.3999999999999995,0,0,1
2024,7,qua,24,jantar,609.0,frango assado,Ovo cozido,Polenta,Iogurte,0.0,24.666666666666668,22.099999999999998,33.333333333333336,0.5666666666666667,2.8000000000000003,0,0,1
2024,7,qui,25,almoco,644.0,Pernil,Moussaka,Farofa,Cocada,0.0,25.266666666666666,23.433333333333334,29.0,2.1666666666666665,6.733333333333333,0,0,1
2024,7,qui,25,jantar,646.0,Hamburguer,Hamburguer de grão de bico,Macarrão,Manjar,0.0,24.166666666666668,21.366666666666664,37.666666666666664,0.0,1.0666666666666667,0,0,1
2024,7,sex,26,almoco,589.0,Peixe frito,Grãos com queijo,Brócolis,Bolinho,0.0,25.666666666666668,23.766666666666666,30.0,1.6333333333333335,5.533333333333334,0,0,1
2024,7,sex,26,almoco,589.0,Peixe frito,Grãos com queijo,Brócolis,Bolinho,0.0,25.666666666666668,23.766666666666666,30.0,1.6333333333333335,5.533333333333334,0,0,1
2024,7,sex,26,jantar,462.0,Carne moída,PVT,Batata,Gelatina,0.0,24.733333333333334,22.866666666666664,33.666666666666664,0.9666666666666667,3.4,0,0,1
2024,7,sáb,27,almoco,413.0,Filé de frango,Bife de feijão,Ervilha parmentier,Barra de cereais,0.0,26.7,24.333333333333332,28.0,1.8333333333333333,5.633333333333333,0,0,1
2024,7,seg,29,almoco,773.0,Bife,Quibe de PVT,Chuchu,Pão de mel,0.0,28.2,25.633333333333336,29.0,3.3666666666666667,8.333333333333334,0,0,1
2024,7,seg,29,jantar,758.0,Isca de frango,Grão de bico,Mandioca,Doce de leite,0.0,26.46666666666667,24.733333333333334,36.333333333333336,1.2333333333333332,4.333333333333333,0,0,1
2024,7,ter,30,almoco,830.0,Lombo,Lasanha de abobrinha,Batata,Goiabada,0.0,16.933333333333334,15.966666666666669,74.0,2.466666666666667,7.033333333333334,0,0,1
2024,7,ter,30,jantar,769.0,Carne em cubos,Almôndega de aveia,Nhoque,Brigadeirão,0.0,17.366666666666667,16.566666666666666,77.33333333333333,1.8,6.033333333333334,0,0,1
2024,7,qua,31,almoco,901.0,frango assado,Ovo cozido,Polenta,Pudim de maria mole,0.0,23.733333333333334,22.03333333333333,50.0,3.9,8.533333333333333,0,0,1
2024,7,qua,31,jantar,818.0,Estrogonofe de carne,PVT,Batata palha,Canjica,0.0,24.833333333333332,22.8,49.333333333333336,0.0,0.9333333333333332,0,0,1
2024,8,qui,1,almoco,936.0,Lagarto,Estrogonofe de grão de bico,Legumes,Picolé,0.0,25.46666666666667,23.333333333333332,38.333333333333336,3.266666666666667,8.0,0,0,1
2024,8,qui,1,jantar,839.0,Linguiça,Hamburguer de PVT,Farofa,Flan de baunilha,0.0,25.0,22.8,32.0,0.0,3.8333333333333335,0,0,1
2024,8,sex,2,almoco,929.0,Bife,Suflê de legumes,Acelga,Bolinho,0.0,25.3,23.133333333333336,39.333333333333336,3.3333333333333335,8.066666666666668,0,0,1
2024,8,sex,2,jantar,745.0,Filé de frango,Ovo frito,Purês,Mosaico,0.0,25.46666666666667,23.633333333333336,38.333333333333336,1.8333333333333333,6.0,0,0,1
2024,8,sáb,3,almoco,620.0,Pernil,Moussaka,Couve,Mousse de limão,0.0,25.933333333333334,23.866666666666664,34.0,3.1999999999999997,8.0,0,0,1
2024,8,seg,5,almoco,2529.0,Frango empanado,Almôndega de aveia,Creme de milho,Doce de leite,0.0,27.53333333333333,25.233333333333334,34.0,2.4,7.3999999999999995,1,0,0
2024,8,seg,5,jantar,2235.0,Estrogonofe de carne,Bife de feijão,Batata palha,Barra de cereais,0.0,26.733333333333334,24.2,33.333333333333336,0.5333333333333333,3.0333333333333337,1,0,0
2024,8,ter,6,almoco,2761.0,Lasanha bolonhesa,Lasanha de PVT,Legumes,Bolinho,0.0,27.599999999999998,25.266666666666666,33.333333333333336,2.2333333333333334,6.833333333333333,1,0,0
2024,8,ter,6,jantar,2164.0,Lombo,Grão de bico,Chuchu,Pudim de maria mole,0.0,25.766666666666666,23.73333333333333,41.333333333333336,0.09999999999999999,2.6999999999999997,1,0,0
2024,8,qua,7,almoco,2538.0,Isca de carne,Cassoulet,Batata doce,Mousse de maracujá,0.0,27.666666666666668,25.599999999999998,25.666666666666668,3.466666666666667,9.0,1,0,0
2024,8,qua,7,jantar,2453.0,frango assado,Moussaka,Vagem,Sorvete,0.0,26.133333333333336,24.166666666666668,29.333333333333332,1.2666666666666666,5.066666666666666,1,0,0
2024,8,qui,8,almoco,2561.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0.0,28.5,26.766666666666666,26.0,2.9,8.433333333333334,1,0,0
2024,8,qui,8,jantar,1880.0,Bife,Ovo cozido,Brócolis,Pé de moça,0.0,27.666666666666668,26.099999999999998,32.0,0.7333333333333334,4.533333333333333,1,0,0
2024,8,sex,9,almoco,1496.0,Filé de peixe,PVT,Batata,Surpresa de abacaxi,0.0,18.933333333333334,17.766666666666666,70.66666666666667,2.2666666666666666,8.366666666666667,1,0,0
2024,8,sex,9,jantar,1560.0,Hamburguer,Hamburguer de grão de bico,Macarrão,Iogurte,0.0,16.933333333333334,16.433333333333334,84.0,0.0,1.2666666666666666,1,0,0
2024,8,sáb,10,almoco,1064.0,Filé de frango,Ovo frito,Polenta,Arroz doce,0.0,11.200000000000001,9.933333333333334,87.66666666666667,2.1333333333333333,6.900000000000001,1,0,0
2024,8,seg,12,almoco,2527.0,Linguiça,PVT,Farofa,Goiabada,0.0,20.099999999999998,18.133333333333336,22.666666666666668,1.3,6.066666666666666,1,0,0
2024,8,seg,12,jantar,2257.0,Carne em cubos,Suflê de legumes,Mandioca,Barra de cereais,0.0,19.033333333333335,16.8,30.333333333333332,0.6666666666666666,5.233333333333333,1,0,0
2024,8,ter,13,almoco,2642.0,Bife,Tomate recheado,Ervilha parmentier,Bombom,0.0,19.266666666666666,17.099999999999998,30.333333333333332,1.6666666666666667,6.066666666666666,1,0,0
2024,8,ter,13,jantar,2239.0,Lombo,Cassoulet,Virado,Mousse de limão,0.0,18.566666666666666,16.8,41.666666666666664,2.1666666666666665,5.733333333333333,1,0,0
2024,8,qua,14,almoco,2722.0,Hamburguer,Hamburguer de PVT,Macarrão,Sorvete,0.0,24.03333333333333,21.266666666666666,26.333333333333332,2.5666666666666664,7.033333333333334,1,0,0
2024,8,qua,14,jantar,2309.0,Estrogonofe de frango,Omelete,Batata palha,Bolinho,0.0,25.03333333333333,21.599999999999998,29.0,0.13333333333333333,1.5,1,0,0
2024,8,seg,19,almoco,2805.0,Frango empanado,PVT,Legumes,Doce de banana,0.0,30.666666666666668,28.8,18.333333333333332,1.7666666666666666,6.5,1,0,0
2024,8,seg,19,jantar,2471.0,Bife,Tomate recheado,Batata,Chocolate,0.0,29.400000000000002,26.333333333333332,24.0,0.0,1.8999999999999997,1,0,0
2024,8,ter,20,almoco,2729.0,Carne moída,Curry de legumes,Abobrinha,Gelatina,0.0,31.533333333333335,29.53333333333333,18.333333333333332,0.6666666666666666,4.466666666666667,1,0,0
2024,8,ter,20,jantar,2389.0,Bisteca,Ovo cozido,Farofa,Bombom,0.0,30.0,27.53333333333333,22.333333333333332,0.0,2.8666666666666667,1,0,0
2024,8,qua,21,almoco,2879.0,Estrogonofe de carne,Grão de bico,Batata palha,Barra de cereais,0.0,29.46666666666667,27.53333333333333,24.666666666666668,3.0666666666666664,8.1,1,0,0
2024,8,qua,21,jantar,2422.0,frango assado,PVT,Polenta,Surpresa de banana,0.0,29.166666666666668,26.599999999999998,28.0,0.3333333333333333,2.566666666666667,1,0,0
2024,8,qui,22,almoco,2687.0,Lombo,Omelete,Mandioca,Brigadeirão,0.0,30.2,27.599999999999998,19.333333333333332,2.9333333333333336,8.799999999999999,1,0,0
2024,8,qui,22,jantar,2539.0,Lasanha bolonhesa,Lasanha de PVT,Repolho,Doce de goiabada,0.0,27.03333333333333,24.633333333333336,27.666666666666668,0.0,1.4000000000000001,1,0,0
2024,8,sex,23,almoco,2600.0,Carne em cubos,Quibe de brócolis,Nhoque,Pudim de pão,0.0,31.46666666666667,29.166666666666668,19.0,4.333333333333333,10.866666666666667,1,0,0
2024,8,sex,23,jantar,1552.0,Peixe frito,Almôndega de aveia,Batata doce,Picolé,0.0,29.433333333333334,27.46666666666667,22.666666666666668,0.3666666666666667,5.233333333333333,1,0,0
2024,8,sáb,24,almoco,1289.0,frango assado,Grãos com queijo,Vagem,Torrone,0.0,29.53333333333333,27.766666666666666,27.666666666666668,3.766666666666667,8.9,1,0,0
2024,8,seg,26,almoco,2795.0,Fricassê de frango,Bife de PVT,Batata palha,Barra de cereais,0.0,16.6,14.633333333333333,54.666666666666664,2.1333333333333333,6.633333333333333,1,0,0
2024,8,seg,26,jantar,2466.0,Bife,Quibe de brócolis,Legumes,Cocada,0.0,17.599999999999998,16.066666666666666,42.333333333333336,0.2333333333333333,5.133333333333334,1,0,0
2024,8,ter,27,almoco,2575.0,Lombo,Bife de grão de bico,Farofa,Sorvete,0.0,21.633333333333336,19.400000000000002,32.0,2.1,5.8,1,0,0
2024,8,ter,27,jantar,2321.0,Isca de frango,PVT,Ervilha parmentier,Brigadeirão,0.0,23.166666666666668,21.166666666666668,28.0,1.0,4.766666666666667,1,0,0
2024,8,qua,28,almoco,2640.0,Carne moída,PVT,Batata,Manjar,0.0,24.633333333333336,22.266666666666666,45.333333333333336,3.0666666666666664,7.933333333333334,1,0,0
2024,8,qua,28,jantar,2601.0,Frango empanado,Ovo frito,Creme de milho,Goiabada,0.0,26.46666666666667,24.433333333333337,42.333333333333336,0.3666666666666667,4.8999999999999995,1,0,0
2024,8,qui,29,almoco,2652.0,Bife,Lasanha de queijo,Couve-flor,Chocolate,0.0,26.733333333333334,24.433333333333334,36.333333333333336,2.066666666666667,7.333333333333333,1,0,0
2024,8,qui,29,jantar,1989.0,Pernil,Hamburguer de lentilha,Virado,Gelatina,0.0,27.5,25.5,37.0,0.03333333333333333,1.6333333333333335,1,0,0
2024,8,sex,30,almoco,2349.0,frango assado,Almôndega de aveia,Polenta,Iogurte,0.0,28.166666666666668,26.400000000000002,28.333333333333332,0.4666666666666666,4.966666666666667,1,0,0
2024,8,sex,30,jantar,1346.0,Lagarto,Curry de legumes,Macarrão,Arroz doce,0.0,28.2,25.566666666666666,32.0,0.2333333333333333,3.1333333333333333,1,0,0
2024,8,sáb,31,almoco,973.0,Carne em cubos,Omelete,Cuscuz,Mosaico,0.0,29.46666666666667,27.433333333333334,21.666666666666668,0.6,5.966666666666666,1,0,0
2024,9,seg,2,jantar,1176.0,Fricassê de frango,Bife de feijão,Batata palha,Bolinho,0.0,29.400000000000002,27.266666666666666,26.666666666666668,0.19999999999999998,3.533333333333333,0,1,0
2024,9,ter,3,almoco,1555.0,Lasanha bolonhesa,Lasanha de PVT,Vagem,Doce de abóbora,0.0,32.63333333333333,30.633333333333336,15.666666666666666,0.5333333333333333,4.966666666666666,0,1,0
2024,9,ter,3,jantar,1144.0,Lombo,Omelete,Farofa,Marigel,0.0,31.099999999999998,28.7,23.666666666666668,0.09999999999999999,2.4,0,1,0
2024,9,qua,4,almoco,1390.0,frango assado,Xadrez de grão de bico,Ervilha parmentier,Barra de cereais,0.0,32.23333333333333,30.166666666666668,19.0,3.133333333333333,8.733333333333333,0,1,0
2024,9,qua,4,jantar,1045.0,Bife,Moussaka,Legumes,Sorvete,0.0,29.766666666666666,27.099999999999998,24.666666666666668,0.0,2.2333333333333334,0,1,0
2024,9,qui,5,almoco,1329.0,Carne louca,Ovo cozido,Polenta,Arroz doce,0.0,32.86666666666667,30.599999999999998,14.333333333333334,3.3333333333333335,9.1,0,1,0
2024,9,qui,5,jantar,972.0,Peixe frito,Grãos gratinados,Brócolis,Flan de baunilha,0.0,31.666666666666668,29.0,24.666666666666668,0.19999999999999998,5.0,0,1,0
2024,9,sex,6,almoco,1338.0,Filé de frango,Quibe de abóbora,Abobrinha,Pudim de maria mole,0.0,28.3,25.8,34.666666666666664,3.033333333333333,5.933333333333334,0,1,0
2024,9,sex,6,jantar,940.0,Hamburguer,Hamburguer de PVT,Macarrão,Chocolate,0.0,28.96666666666667,26.5,42.333333333333336,0.5,3.9,0,1,0
2024,9,seg,9,almoco,2694.0,Frango empanado,Suflê de legumes,Creme de milho,Barra de cereais,0.0,31.933333333333337,29.599999999999998,22.666666666666668,1.4000000000000001,6.2,1,0,0
2024,9,seg,9,jantar,2507.0,Bife,Lasanha de queijo,Abobrinha,Goiabada,0.0,31.333333333333332,28.900000000000002,19.0,0.06666666666666667,2.8333333333333335,1,0,0
2024,9,ter,10,almoco,2664.0,Carne moída,Bife de grão de bico,Batata,Gelatina,0.0,30.7,28.5,20.0,1.5,9.033333333333333,1,0,0
2024,9,ter,10,jantar,2538.0,Linguiça,PVT,Cuscuz,Pão de mel,0.0,29.7,27.433333333333334,24.0,0.0,0.0,1,0,0
2024,9,qua,11,almoco,2684.0,Bife,Omelete,Macarrão,Cocada,0.0,31.53333333333333,28.900000000000002,19.0,2.566666666666667,8.4,1,0,0
2024,9,qua,11,jantar,2543.0,Filé de coxa,Batata especial,Chuchu,Pudim de maria mole,0.0,30.3,28.166666666666668,19.666666666666668,0.0,0.0,1,0,0
2024,9,qui,12,almoco,2453.0,Pernil,Moussaka,Couve,Manjar,0.0,31.233333333333334,29.433333333333334,16.666666666666668,2.8000000000000003,9.700000000000001,1,0,0
2024,9,qui,12,jantar,2396.0,Estrogonofe de carne,Ovo frito,Batata palha,Bolinho,0.0,31.0,29.03333333333333,16.666666666666668,0.5333333333333333,4.333333333333333,1,0,0
2024,9,sex,13,almoco,1897.0,Filé de peixe,Batatalhoada,Brócolis,Torrone,0.0,31.633333333333336,29.633333333333336,18.666666666666668,3.1333333333333333,9.1,1,0,0
2024,9,sex,13,jantar,1672.0,Carne em cubos,Almôndega de aveia,Polenta,Brigadeirão,0.0,30.900000000000002,28.566666666666666,22.0,0.5666666666666667,2.866666666666667,1,0,0
2024,9,sáb,14,almoco,1147.0,Lombo,Quibe de brócolis,Farofa,Espumone,0.0,29.7,27.566666666666666,25.333333333333332,2.9333333333333336,7.666666666666667,1,0,0
2024,9,seg,16,jantar,2498.0,Frango empanado,Suflê de legumes,Chuchu,Torrone,0.0,20.933333333333334,18.8,82.33333333333333,2.3000000000000003,5.3,1,0,0
2024,9,ter,17,almoco,2477.0,Lombo,Almôndega de aveia,Couve-flor,Gelatina,0.0,25.3,23.066666666666666,44.333333333333336,2.966666666666667,7.6000000000000005,1,0,0
2024,9,ter,17,jantar,2312.0,Lagarto,Cassoulet,Ervilha parmentier,Pé de moça,0.0,24.26666666666667,21.900000000000002,53.333333333333336,4.166666666666667,9.566666666666666,1,0,0
2024,9,qua,18,almoco,2598.0,Carne moída,Grãos gratinados,Macarrão,Chocolate,0.0,27.53333333333333,24.400000000000002,44.666666666666664,2.0,7.266666666666667,1,0,0
2024,9,qua,18,jantar,2509.0,Filé de coxa,Omelete,Repolho,Mousse de maracujá,0.0,25.8,24.599999999999998,50.333333333333336,0.5333333333333333,4.866666666666666,1,0,0
2024,9,qui,19,almoco,2769.0,Estrogonofe de carne,PVT,Batata palha,Surpresa de abacaxi,0.0,30.5,28.03333333333333,35.333333333333336,2.3333333333333335,8.633333333333333,1,0,0
2024,9,qui,19,jantar,2182.0,Pernil,Quibe de abóbora,Farofa,Picolé,0.06666666666666667,29.366666666666664,25.433333333333334,42.333333333333336,2.9333333333333336,9.233333333333333,1,0,0
2024,9,sex,20,almoco,2149.0,File de peixe ou frango,Grão de bico,Polenta,Iogurte,0.0,32.300000000000004,30.066666666666666,29.333333333333332,2.9,8.866666666666667,1,0,0
2024,9,sex,20,jantar,1574.0,Bife,Batata especial,Acelga,Bombom,0.0,32.333333333333336,30.099999999999998,28.0,0.7666666666666667,4.033333333333333,1,0,0
2024,9,sáb,21,almoco,1241.0,Bife,Batata especial,Acelga,Bombom,0.0,27.433333333333334,25.233333333333334,40.333333333333336,2.266666666666667,5.733333333333333,1,0,0
2024,9,seg,23,almoco,2709.0,Frango empanado,PVT,Creme de milho,Torrone,0.0,33.199999999999996,30.633333333333336,25.666666666666668,2.1333333333333333,6.066666666666666,1,0,0
2024,9,seg,23,jantar,2474.0,Bife,Tomate recheado,Mandioca,Barra de cereais,0.0,32.800000000000004,30.599999999999998,24.333333333333332,0.46666666666666673,3.1666666666666665,1,0,0
2024,9,ter,24,almoco,2784.0,Hamburguer,Hamburguer de lentilha,Macarrão,Picolé,0.0,34.05,31.3,24.5,1.9500000000000002,8.65,1,0,0
2024,9,ter,24,jantar,2802.0,Estrogonofe de frango,Almôndega de aveia,Batata,Pudim de pão,0.0,33.166666666666664,30.5,23.666666666666668,0.8666666666666666,2.6666666666666665,1,0,0
2024,9,qua,25,almoco,2431.0,Bife,Cassoulet,Ervilha parmentier,Brigadeirão,0.0,33.36666666666667,31.03333333333333,22.333333333333332,2.6999999999999997,8.133333333333333,1,0,0
2024,9,qua,25,jantar,2309.0,Lombo,Omelete,Virado,Iogurte,0.0,33.5,31.53333333333333,19.333333333333332,0.9,3.233333333333333,1,0,0
